Kode_DP,City,RK
TRT010704,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT010801,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT010802,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT010803,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT010804,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT010901,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT010902,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT010903,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT010904,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT011001,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT011002,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT011003,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT011004,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT020101,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT020102,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT020103,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT020104,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT020201,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT020202,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT020203,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
TRT020204,KOTA PEKALONGAN,ODC PEKALONGAN - TIRTO
BCR010103,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR010202,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR010203,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR010301,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR010303,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR010304,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020102,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020103,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020202,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020203,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020204,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020401,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020402,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020501,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020503,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020601,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020602,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BCR020603,KAB PURBALINGGA,ODC PURBALINGGA - BANCAR
BNA010102,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010203,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010301,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010302,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010303,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010304,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010402,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010502,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010602,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010603,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010604,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010703,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010801,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010802,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010804,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010901,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA010903,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020101,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020102,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020103,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020104,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020201,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020202,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020301,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020302,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020303,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020304,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020401,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020404,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020501,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020502,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020504,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020601,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020602,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020603,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020604,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020701,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020702,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
BNA020703,KAB PURBALINGGA,ODC PURBALINGGA - BOJANEGARA
KBK010101,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK010102,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK010201,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK010203,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK010301,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK010302,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK010303,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK010402,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK010501,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK010603,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020101,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020102,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020202,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020203,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020301,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020302,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020402,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020501,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020502,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020503,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020504,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020601,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KBK020602,KAB PURBALINGGA,ODC PURBALINGGA - KEMBARAN KULON
KGP010101,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010104,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010202,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010203,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010401,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010402,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010403,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010501,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010503,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010602,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010603,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010704,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP010802,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020101,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020102,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020201,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020202,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020203,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020301,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020303,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020401,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020502,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020601,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020603,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020604,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020701,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020702,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020703,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020801,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020803,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020901,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020902,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP020903,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP021001,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP021002,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP021003,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP021101,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP021201,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP021203,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP021204,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP030102,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP030204,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP030303,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP030402,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP030403,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP030404,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
KGP030601,KAB PURBALINGGA,ODC PURBALINGGA - KANDANG GAMPANG
MWK010101,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK010103,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK010202,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK010301,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK010302,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK010303,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK010402,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK010601,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK010602,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020101,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020102,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020104,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020201,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020202,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020301,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020401,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020403,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020502,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020601,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020602,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020603,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020703,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020804,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK020904,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK021101,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK021202,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
MWK021203,KAB PURBALINGGA,ODC PURBALINGGA - MEWEK
PBL010101,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010104,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010201,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010202,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010204,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010301,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010302,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010401,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010402,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010403,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010501,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010502,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010504,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010601,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL010603,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020104,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020201,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020202,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020203,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020302,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020401,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020402,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020501,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020502,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020503,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020504,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020602,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020603,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020604,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020701,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020702,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020703,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020803,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020804,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020901,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL020904,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL021001,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL021002,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL021003,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PBL021103,KAB PURBALINGGA,ODC PURBALINGGA - PURBALINGGA LOR
PNB010104,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010204,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010304,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010401,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010402,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010501,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010503,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010601,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010602,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010604,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010701,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010703,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010801,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010802,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010803,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010804,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010901,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010902,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010903,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB010904,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB011001,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB011003,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB011004,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB020101,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB020104,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB020203,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB020301,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB020302,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB020303,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
PNB020401,KAB PURBALINGGA,ODC PURBALINGGA - PENAMBONGAN
DNN010101,KAB CILACAP,ODC CILACAP - DONAN
DNN010102,KAB CILACAP,ODC CILACAP - DONAN
DNN010103,KAB CILACAP,ODC CILACAP - DONAN
DNN010301,KAB CILACAP,ODC CILACAP - DONAN
DNN010401,KAB CILACAP,ODC CILACAP - DONAN
DNN010402,KAB CILACAP,ODC CILACAP - DONAN
DNN010403,KAB CILACAP,ODC CILACAP - DONAN
DNN010404,KAB CILACAP,ODC CILACAP - DONAN
DNN010501,KAB CILACAP,ODC CILACAP - DONAN
DNN010504,KAB CILACAP,ODC CILACAP - DONAN
DNN010601,KAB CILACAP,ODC CILACAP - DONAN
DNN010701,KAB CILACAP,ODC CILACAP - DONAN
DNN010702,KAB CILACAP,ODC CILACAP - DONAN
DNN010703,KAB CILACAP,ODC CILACAP - DONAN
DNN010704,KAB CILACAP,ODC CILACAP - DONAN
DNN020101,KAB CILACAP,ODC CILACAP - DONAN
DNN020102,KAB CILACAP,ODC CILACAP - DONAN
DNN020104,KAB CILACAP,ODC CILACAP - DONAN
DNN020202,KAB CILACAP,ODC CILACAP - DONAN
DNN020601,KAB CILACAP,ODC CILACAP - DONAN
DNN020602,KAB CILACAP,ODC CILACAP - DONAN
GML010101,KAB CILACAP,ODC CILACAP - GUMILIR
GML010102,KAB CILACAP,ODC CILACAP - GUMILIR
GML010103,KAB CILACAP,ODC CILACAP - GUMILIR
GML010104,KAB CILACAP,ODC CILACAP - GUMILIR
GML010201,KAB CILACAP,ODC CILACAP - GUMILIR
GML010202,KAB CILACAP,ODC CILACAP - GUMILIR
GML010203,KAB CILACAP,ODC CILACAP - GUMILIR
GML010301,KAB CILACAP,ODC CILACAP - GUMILIR
GML010302,KAB CILACAP,ODC CILACAP - GUMILIR
GML010303,KAB CILACAP,ODC CILACAP - GUMILIR
GML010304,KAB CILACAP,ODC CILACAP - GUMILIR
GML010401,KAB CILACAP,ODC CILACAP - GUMILIR
GML010402,KAB CILACAP,ODC CILACAP - GUMILIR
GML010403,KAB CILACAP,ODC CILACAP - GUMILIR
GML010404,KAB CILACAP,ODC CILACAP - GUMILIR
GML010501,KAB CILACAP,ODC CILACAP - GUMILIR
GML010502,KAB CILACAP,ODC CILACAP - GUMILIR
GML020101,KAB CILACAP,ODC CILACAP - GUMILIR
GML020102,KAB CILACAP,ODC CILACAP - GUMILIR
GML020103,KAB CILACAP,ODC CILACAP - GUMILIR
GML020104,KAB CILACAP,ODC CILACAP - GUMILIR
GML020201,KAB CILACAP,ODC CILACAP - GUMILIR
GML020202,KAB CILACAP,ODC CILACAP - GUMILIR
GML020301,KAB CILACAP,ODC CILACAP - GUMILIR
GML020302,KAB CILACAP,ODC CILACAP - GUMILIR
GML020303,KAB CILACAP,ODC CILACAP - GUMILIR
GML020401,KAB CILACAP,ODC CILACAP - GUMILIR
GML020402,KAB CILACAP,ODC CILACAP - GUMILIR
GML020403,KAB CILACAP,ODC CILACAP - GUMILIR
GML020404,KAB CILACAP,ODC CILACAP - GUMILIR
GML020501,KAB CILACAP,ODC CILACAP - GUMILIR
GML020502,KAB CILACAP,ODC CILACAP - GUMILIR
GML020503,KAB CILACAP,ODC CILACAP - GUMILIR
GML020504,KAB CILACAP,ODC CILACAP - GUMILIR
GML020601,KAB CILACAP,ODC CILACAP - GUMILIR
GML020701,KAB CILACAP,ODC CILACAP - GUMILIR
GML020702,KAB CILACAP,ODC CILACAP - GUMILIR
GML020703,KAB CILACAP,ODC CILACAP - GUMILIR
GML020704,KAB CILACAP,ODC CILACAP - GUMILIR
GML110101,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110102,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110103,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110104,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110201,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110202,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110203,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110301,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110302,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110303,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110304,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110401,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110402,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110403,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110404,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110501,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110502,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110503,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110601,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110602,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110603,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110604,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110701,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110702,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110703,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110704,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110801,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110802,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110803,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110901,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110902,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110903,KAB CILACAP,ODC CILACAP - GUMILIR1
GML110904,KAB CILACAP,ODC CILACAP - GUMILIR1
GML111001,KAB CILACAP,ODC CILACAP - GUMILIR1
GML111002,KAB CILACAP,ODC CILACAP - GUMILIR1
GML111003,KAB CILACAP,ODC CILACAP - GUMILIR1
GML111101,KAB CILACAP,ODC CILACAP - GUMILIR1
GML111102,KAB CILACAP,ODC CILACAP - GUMILIR1
GML111103,KAB CILACAP,ODC CILACAP - GUMILIR1
GML111104,KAB CILACAP,ODC CILACAP - GUMILIR1
GML111201,KAB CILACAP,ODC CILACAP - GUMILIR1
GML111202,KAB CILACAP,ODC CILACAP - GUMILIR1
GML120101,KAB CILACAP,ODC CILACAP - GUMILIR1
GML120102,KAB CILACAP,ODC CILACAP - GUMILIR1
GML120103,KAB CILACAP,ODC CILACAP - GUMILIR1
GML120104,KAB CILACAP,ODC CILACAP - GUMILIR1
SDK010101,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010102,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010103,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010104,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010201,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010202,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010203,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010204,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010301,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010302,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010401,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010402,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010403,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010501,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010502,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010503,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010504,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010601,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010602,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK010603,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020101,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020102,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020103,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020104,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020201,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020202,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020203,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020301,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020302,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020303,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020304,KAB CILACAP,ODC CILACAP - SIDAKAYA
SDK020401,KAB CILACAP,ODC CILACAP - SIDAKAYA
